arbitration_id,adj_page_sum,adj_page_mean,adj_page_var,adj_page_sd,adj_page_min,adj_page_max,italaw_title,italaw_case_type,italaw_arbitration_rules,italaw_investment_treaty,italaw_legal_instruments,italaw_economic_sector,page_sum,page_mean,page_var,page_sd,page_min,page_max,num_known_docs,num_avail_docs,pct_avail_docs
2007_trans_global_v_jordan,53.0,26.5,480.5,21.920310216782973,11.0,42.0,"Trans-Global Petroleum, Inc. v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/07/25 | italaw",International Investment Agreement,ICSID,Jordan-United States BIT,Jordan-United States BIT,,53.0,26.5,480.5,21.920310216782973,11.0,42.0,2,2,1.0
2007_tza_yap_shum_v_peru,338.0,84.5,3536.333333333334,59.46707772653146,9.0,154.0,"Señor Tza Yap Shum v. The Republic of Peru, ICSID Case No. ARB/07/6  | italaw",International Investment Agreement,ICSID,China-Peru BIT,China-Peru BIT,,338.0,84.5,3536.333333333334,59.46707772653146,9.0,154.0,5,4,0.8
2007_urbaser_and_cabb_v_argentina,617.0,154.25,39998.916666666664,199.99729164832874,20.0,448.0,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. The Argentine Republic, ICSID Case No. ARB/07/26  | italaw",International Investment Agreement,ICSID,Argentina-Spain BIT,Argentina-Spain BIT,,617.0,154.25,39998.916666666664,199.99729164832874,20.0,448.0,4,4,1.0
2008_achmea_v_slovakia_i,430.0,30.714285714285715,1191.9120879120878,34.52407982715959,0.0,125.0,"Achmea B.V. v. Slovak Republic, UNCITRAL, PCA Case No. 2008-13 (formerly Eureko B.V. v. Slovak Republic) | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Netherlands-Slovak Repubic BIT,Netherlands - Slovakia BIT (1991),Financial and insurance activities,430.0,30.714285714285715,1191.9120879120878,34.52407982715959,0.0,125.0,14,14,1.0
2008_al_bahloul_v_tajikistan,149.0,21.285714285714285,1425.9047619047617,37.76115413893969,1.0,102.0,"Mohammad Ammar Al-Bahloul v. The Republic of Tajikistan, SCC Case No. V (064/2008) | italaw",International Investment Agreement,SCC,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),,147.0,21.0,1416.6666666666663,37.638632635454044,1.0,102.0,7,7,1.0
2008_alapli_v_turkey,150.0,50.0,1027.0,32.046840717924134,13.0,69.0,"Alapli Elektrik B.V. v. Republic of Turkey, ICSID Case No. ARB/08/13 | italaw",International Investment Agreement,ICSID,Energy Charter Treaty (ECT),,,150.0,50.0,1027.0,32.046840717924134,13.0,69.0,6,3,0.5
2008_alps_finance_v_slovakia,90.0,90.0,,,90.0,90.0,"Alps Finance and Trade AG v. The Slovak Republic, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Slovak Republic-Switzerland BIT,Slovak Republic-Switzerland BIT,,90.0,90.0,,,90.0,90.0,1,1,1.0
2008_ambiente_ufficio_and_others_v_argentina,396.0,99.0,12868.666666666666,113.44014574508738,1.0,227.0,"Ambiente Ufficio S.p.A. and others v. Argentine Republic, ICSID Case No. ARB/08/9 (formerly Giordano Alpi and others v. Argentine Republic) | italaw",International Investment Agreement,ICSID,Argentina-Italy BIT,Argentina-Italy BIT,,396.0,99.0,12868.666666666666,113.44014574508738,1.0,227.0,4,4,1.0
2008_apotex_v_usa_i,562.0,37.46666666666667,738.2666666666665,27.17106303895132,11.0,120.0,"Apotex Inc. v. United States of America, ICSID Case No. UNCT/10/2 | italaw",International Investment Agreement,UNCITRAL (1976),NAFTA,NAFTA,Other service activities,562.0,37.46666666666667,738.2666666666665,27.17106303895132,11.0,120.0,15,15,1.0
2008_ata_construction_v_jordan,106.0,35.333333333333336,984.3333333333334,31.374086972106987,12.0,71.0,"ATA Construction, Industrial and Trading Company v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/08/2 | italaw",International Investment Agreement,ICSID,Jordan-Turkey BIT,,,106.0,35.333333333333336,984.3333333333334,31.374086972106987,12.0,71.0,3,3,1.0
2008_austrian_airlines_v_slovakia,47.0,23.5,544.5,23.33452377915607,7.0,40.0,"Austrian Airlines v. The Slovak Republic, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Austria-Slovak Republic BIT,Austria-Slovak Republic BIT,,47.0,23.5,544.5,23.33452377915607,7.0,40.0,2,2,1.0
2008_bosh_v_ukraine,106.0,26.5,1793.0,42.34383071948026,4.0,90.0,"Bosh International, Inc and B&P Ltd Foreign Investments Enterprise v. Ukraine, ICSID Case No. ARB/08/11 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Ukraine-United States BIT,Ukraine-United States BIT,,103.0,25.75,1836.25,42.85148772213166,3.0,90.0,4,4,1.0
2008_burlington_v_ecuador,1273.0,127.3,22630.23333333333,150.4334847476895,4.0,470.0,"Burlington Resources Inc. v. Republic of Ecuador, ICSID Case No. ARB/08/5 (formerly Burlington Resources Inc. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador)) | italaw",International Investment Agreement,ICSID,Ecuador-United States BIT,Ecuador-United States BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",1273.0,127.3,22630.23333333333,150.4334847476895,4.0,470.0,10,10,1.0
2008_caratube_v_kazakhstan,637.0,63.7,4316.233333333334,65.69804664777587,3.0,214.0,"Caratube International Oil Company LLP v. Republic of Kazakhstan (I), ICSID Case No. ARB/08/12 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Kazakhstan-United States BIT,Kazakhstan-United States BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",637.0,63.7,4316.233333333334,65.69804664777587,3.0,214.0,15,10,0.6666666666666666
2008_cemex_v_venezuela,72.0,24.0,351.0,18.734993995195193,9.0,45.0,"CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/08/15 | italaw",International Investment Agreement,ICSID,Netherlands-Venezuela BIT,Netherlands-Venezuela BIT,,72.0,24.0,351.0,18.734993995195193,9.0,45.0,3,3,1.0
2008_clayton_bilcon_v_canada,6869.0,91.58666666666667,15113.570090090094,122.93726078813573,1.0,385.0,"William Richard Clayton, Douglas Clayton, Daniel Clayton, and Bilcon of Delaware, Inc. v. Government of Canada, PCA Case No. 2009-04 | italaw",International Investment Agreement,UNCITRAL (1976),NAFTA,NAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",6821.0,90.94666666666667,15064.213333333333,122.73635701508063,1.0,385.0,75,75,1.0
2008_gea_v_ukraine,101.0,101.0,,,101.0,101.0,"GEA Group Aktiengesellschaft v. Ukraine, ICSID Case No. ARB/08/16  | italaw",International Investment Agreement,ICSID,Germany-Ukraine BIT,Germany-Ukraine BIT,,101.0,101.0,,,101.0,101.0,1,1,1.0
2008_hicee_v_slovakia,93.0,31.0,637.0,25.238858928247925,8.0,58.0,"HICEE B.V. v. Slovak Republic, PCA Case No. 2009-11 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Netherlands-Slovak Repubic BIT,Netherlands-Slovak Repubic BIT,Financial and insurance activities,93.0,31.0,637.0,25.238858928247925,8.0,58.0,3,3,1.0
2008_inmaris_perestroika_v_ukraine,131.0,65.5,84.5,9.192388155425117,59.0,72.0,"Inmaris Perestroika Sailing Maritime Services GmbH and Others v. Ukraine, ICSID Case No. ARB/08/8 | italaw",International Investment Agreement,ICSID,Germany-Ukraine BIT,Germany-Ukraine BIT,,131.0,65.5,84.5,9.192388155425117,59.0,72.0,2,2,1.0
2008_intertrade_v_czech_republic,92.0,46.0,3042.0,55.154328932550705,7.0,85.0,"InterTrade Holding GmbH v. Czech Republic, PCA Case No. 2009-12 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Czech Republic-Germany BIT,Czech Republic-Germany BIT,"Agriculture, forestry and fishing",92.0,46.0,3042.0,55.154328932550705,7.0,85.0,2,2,1.0
2008_itera_v_georgia_i,23.0,11.5,180.5,13.435028842544403,2.0,21.0,"Itera International Energy LLC and Itera Group NV v. Georgia (I), ICSID Case No. ARB/08/7  | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,"Georgia-Netherlands BIT,Georgia-United States BIT","Georgia-Netherlands BIT,Georgia-United States BIT","Mining and quarrying, including hydrocarbons (oil and gas)",23.0,11.5,180.5,13.435028842544403,2.0,21.0,3,2,0.6666666666666666
2008_malicorp_v_egypt,101.0,50.5,24.5,4.949747468305833,47.0,54.0,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18  | italaw",International Investment Agreement,ICSID,Egypt-United Kingdom BIT,Egypt-United Kingdom BIT,,101.0,50.5,24.5,4.949747468305833,47.0,54.0,2,2,1.0
2008_marion_unglaube_v_costa_rica,126.0,126.0,,,126.0,126.0,"Marion Unglaube v. Republic of Costa Rica, ICSID Case No. ARB/08/1 | italaw",International Investment Agreement,ICSID,Costa Rica-Germany BIT,Costa Rica-Germany BIT,,126.0,126.0,,,126.0,126.0,1,1,1.0
2008_mercuria_energy_v_poland_i,219.0,109.5,12324.5,111.01576464628796,31.0,188.0,"Mercuria Energy Group Limited v. Republic of Poland (I), SCC Case No. 096/2008 | italaw",International Investment Agreement,SCC,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),,219.0,109.5,12324.5,111.01576464628796,31.0,188.0,2,2,1.0
2008_millicom_v_senegal,70.0,35.0,392.0,19.79898987322333,21.0,49.0,"Millicom International Operations B.V. and Sentel GSM SA v. The Republic of Senegal, ICSID Case No. ARB/08/20 | italaw",International Investment Agreement,ICSID,Netherlands-Senegal BIT,Netherlands-Senegal BIT,,70.0,35.0,392.0,19.79898987322333,21.0,49.0,2,2,1.0
2008_murphy_v_ecuador_i,55.0,55.0,,,55.0,55.0,"Murphy Exploration and Production Company International v. Republic of Ecuador, ICSID Case No. ARB/08/4 | italaw",International Investment Agreement,ICSID,Ecuador-United States BIT,Ecuador-United States BIT,,55.0,55.0,,,55.0,55.0,2,1,0.5
2008_nova_scotia_power_v_venezuela_i,68.0,34.0,882.0,29.698484809834994,13.0,55.0,"Nova Scotia Power Incorporated (Canada) v. República Bolivariana de Venezuela, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Canada-Venezuela BIT,Canada-Venezuela BIT,,68.0,34.0,882.0,29.698484809834994,13.0,55.0,2,2,1.0
2008_oeconomicus_v_czech_republic,30.0,10.0,36.0,6.0,4.0,16.0,Konsortium Oeconomismus v. Czech Republic  | italaw,International Investment Agreement,,Czech Republic-Switzerland BIT,Czech Republic-Switzerland BIT,,30.0,10.0,36.0,6.0,4.0,16.0,3,3,1.0
2008_participaciones_v_gabon,9.0,9.0,,,9.0,9.0,"Participaciones Inversiones Portuarias SARL v. Gabonese Republic, ICSID Case No. ARB/08/17 | italaw",International Investment Agreement,ICSID,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,,9.0,9.0,,,9.0,9.0,1,1,1.0
2008_perenco_v_ecuador,1266.0,70.33333333333333,12376.352941176468,111.24905815860406,1.0,404.0,"Perenco Ecuador Ltd. v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Ecuador-France BIT,Ecuador-France BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",1259.0,69.94444444444444,12104.290849673203,110.01950213336363,1.0,397.0,18,18,1.0
2008_quadrant_pacific_v_costa_rica,16.0,16.0,,,16.0,16.0,"Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Republic of Costa Rica, ICSID Case No. ARB(AF)/08/1 | italaw",International Investment Agreement,ICSID Additional Facility,Canada-Costa Rica BIT,Canada-Costa Rica BIT,,16.0,16.0,,,16.0,16.0,1,1,1.0
2008_tatneft_v_ukraine,925.0,28.03030303030303,1733.030303030303,41.62968055402663,1.0,209.0,"OAO Tatneft v. Ukraine, PCA Case No. 2008-8 | italaw",International Investment Agreement,UNCITRAL (1976),Russian Federation - Ukraine BIT (1998),Russian Federation - Ukraine BIT (1998),"Mining and quarrying, including hydrocarbons (oil and gas)",925.0,28.03030303030303,1733.030303030303,41.62968055402663,1.0,209.0,33,33,1.0
2008_turkcell_v_iran,2.0,2.0,,,2.0,2.0,"Turkcell İletişim Hizmetleri A.Ş. v. Islamic Republic of Iran, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Iran-Turkey BIT,Iran-Turkey BIT,Information and communication,2.0,2.0,,,2.0,2.0,4,1,0.25
2009_abengoa_v_mexico,161.0,161.0,,,161.0,161.0,"Abengoa S.A. y COFIDES S.A. v. United Mexican States, ICSID Case No. ARB(AF)/09/2 | italaw",International Investment Agreement,ICSID Additional Facility,Mexico-Spain BIT,,,161.0,161.0,,,161.0,161.0,1,1,1.0
2009_apotex_v_usa_ii,562.0,37.46666666666667,738.2666666666665,27.17106303895132,11.0,120.0,"Apotex Inc. v. United States of America, ICSID Case No. UNCT/10/2 | italaw",International Investment Agreement,UNCITRAL (1976),NAFTA,NAFTA,Other service activities,562.0,37.46666666666667,738.2666666666665,27.17106303895132,11.0,120.0,15,15,1.0
2009_bogdanov_v_moldova_iii,22.0,22.0,,,22.0,22.0,"Yury Bogdanov v. Republic of Moldova, SCC Arbitration No. V (114/2009) | italaw",International Investment Agreement,SCC,Moldova-Russian Federation BIT,Moldova-Russian Federation BIT,,22.0,22.0,,,22.0,22.0,1,1,1.0
2009_centurion_v_canada,222.0,31.714285714285715,1315.904761904762,36.27540160914503,3.0,111.0,"Melvin J. Howard, Centurion Health Corp. & Howard Family Trust v. Government of Canada, PCA Case No. 2009-21 | italaw",International Investment Agreement,UNCITRAL (1976),NAFTA,NAFTA,Human health and social work activities,174.0,24.857142857142858,376.47619047619054,19.40299436881304,3.0,63.0,7,7,1.0
2009_chevron_and_texpet_v_ecuador_ii,5436.0,75.5,18917.915492957753,137.54241343293984,2.0,776.0,"Chevron Corporation and Texaco Petroleum Corporation v. Ecuador (II), PCA Case No. 2009-23 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Ecuador-United States BIT,Ecuador-United States BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",5431.0,75.43055555555556,18897.685250391238,137.46885192795943,2.0,776.0,73,72,0.9863013698630136
2009_commerce_group_v_el_salvador,569.0,17.78125,405.07963709677426,20.12659029981915,1.0,66.0,"Commerce Group Corp. and San Sebastian Gold Mines, Inc. v. The Republic of El Salvador, ICSID Case No. ARB/09/17 | italaw","International Investment Agreement, Foreign Investment Law",ICSID,CAFTA,CAFTA,,569.0,17.78125,405.07963709677426,20.12659029981915,1.0,66.0,32,32,1.0
2009_deutsche_bank_v_sri_lanka,187.0,93.5,3784.5,61.518289963229634,50.0,137.0,"Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/09/2 | italaw",International Investment Agreement,ICSID,Germany-Sri Lanka BIT,Germany-Sri Lanka BIT,,187.0,93.5,3784.5,61.518289963229634,50.0,137.0,2,2,1.0
2009_dogan_v_turkmenistan,97.0,97.0,,,97.0,97.0,"Adem Dogan v. Turkmenistan, ICSID Case No. ARB/09/9 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Germany-Turkmenistan BIT,,"Agriculture, forestry and fishing",97.0,97.0,,,97.0,97.0,5,1,0.2
2009_dunkeld_v_belize_i,347.0,23.133333333333333,1497.6952380952382,38.7000676755899,2.0,139.0,"Dunkeld International Investment Ltd. v. Government of Belize (I), PCA Case No. 2010-13 | italaw",International Investment Agreement,UNCITRAL (1976),Belize-United Kingdom BIT,Belize-United Kingdom BIT,,345.0,23.0,1500.4285714285713,38.73536590027996,2.0,139.0,15,15,1.0
2009_east_cement_v_poland,40.0,40.0,,,40.0,40.0,"East Cement for Investment Company v. Poland, ICC | italaw",International Investment Agreement,ICC,Jordan-Poland BIT,Jordan-Poland BIT,,40.0,40.0,,,40.0,40.0,1,1,1.0
2009_ece_v_czech_republic,390.0,390.0,,,390.0,390.0,"ECE Projektmanagement v. The Czech Republic, UNCITRAL, PCA Case No. 2010-5 | italaw",International Investment Agreement,UNCITRAL (1976),Czech Republic-Germany BIT,Czech Republic-Germany BIT,,390.0,390.0,,,390.0,390.0,1,1,1.0
2009_edf_v_hungary,11.0,11.0,,,11.0,11.0,"EDF International S.A. v. Republic of Hungary, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Energy Charter Treaty (ECT),,"Electricity, gas, steam and air conditioning supply",11.0,11.0,,,11.0,11.0,1,1,1.0
2009_euram_bank_v_slovakia,357.0,89.25,9964.25,99.82108995598074,5.0,224.0,"European American Investment Bank AG v. Slovak Republic, PCA Case No. 2010-17  | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Austria-Slovak Republic BIT,Austria-Slovak Republic BIT,Financial and insurance activities,349.0,87.25,9896.25,99.47989746677466,5.0,224.0,4,4,1.0
2009_evn_v_macedonia,6.0,6.0,,,6.0,6.0,"EVN AG v. The former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/10 | italaw",International Investment Agreement,ICSID,"Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,Energy Charter Treaty (ECT)","Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,Energy Charter Treaty (ECT)",,6.0,6.0,,,6.0,6.0,1,1,1.0
2009_global_trading_v_ukraine,20.0,20.0,,,20.0,20.0,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine, ICSID Case No. ARB/09/11 | italaw",International Investment Agreement,ICSID,Ukraine-United States BIT,Ukraine-United States BIT,,20.0,20.0,,,20.0,20.0,1,1,1.0
2009_globalnet_v_ecuador,14.0,7.0,50.0,7.0710678118654755,2.0,12.0,Globalnet - Únete Telecomunicaciones S.A. and Clay Pacific S.R.L. v. The Republic of Ecuador | italaw,International Investment Agreement,UNCITRAL (1976),Bolivia - Ecuador BIT (1995),Bolivia - Ecuador BIT (1995),Information and communication,14.0,7.0,50.0,7.0710678118654755,2.0,12.0,2,2,1.0
2009_gold_reserve_v_venezuela,621.0,23.0,2102.7692307692305,45.85596178000447,1.0,243.0,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1 | italaw",International Investment Agreement,ICSID Additional Facility,Canada-Venezuela BIT,Canada-Venezuela BIT,,614.0,22.74074074074074,2105.660968660969,45.88748161166583,1.0,243.0,27,27,1.0
2009_h_h_v_egypt,77.0,38.5,264.5,16.263455967290593,27.0,50.0,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Egypt-United States BIT,Egypt-United States BIT,"Arts, entertainment and recreation",77.0,38.5,264.5,16.263455967290593,27.0,50.0,2,2,1.0
2009_iberdrola_energ_a_v_guatemala_i,298.0,99.33333333333333,2382.3333333333335,48.80915214724933,43.0,129.0,"Iberdrola Energía S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5 | italaw",International Investment Agreement,ICSID,Guatemala-Spain BIT,Guatemala-Spain BIT,,298.0,99.33333333333333,2382.3333333333335,48.80915214724933,43.0,129.0,4,3,0.75
2009_icrs_v_jordan,29.0,7.25,29.583333333333332,5.439056290693573,3.0,15.0,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13 | italaw",International Investment Agreement,ICSID,Jordan-Kuwait BIT,Jordan-Kuwait BIT,,29.0,7.25,29.583333333333332,5.439056290693573,3.0,15.0,4,4,1.0
2009_ics_v_argentina_i,121.0,60.5,6160.5,78.48885271170677,5.0,116.0,"ICS Inspection and Control Services Limited (United Kingdom) v. The Republic of Argentina (I), UNCITRAL, PCA Case No. 2010-9 | italaw",International Investment Agreement,UNCITRAL (1976),Argentina-United Kingdom BIT,Argentina-United Kingdom BIT,,121.0,60.5,6160.5,78.48885271170677,5.0,116.0,2,2,1.0
2009_kt_asia_v_kazakhstan,63.0,63.0,,,63.0,63.0,"KT Asia Investment Group B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/09/8 | italaw",International Investment Agreement,ICSID,Netherlands-Kazakhstan BIT,Netherlands-Kazakhstan BIT,,63.0,63.0,,,63.0,63.0,1,1,1.0
2009_pac_rim_v_el_salvador,3962.0,79.24,9554.349387755103,97.7463522989738,1.0,343.0,"Pac Rim Cayman LLC v. Republic of El Salvador, ICSID Case No. ARB/09/12 | italaw","International Investment Agreement, Foreign Investment Law",ICSID Convention - Arbitration Rules,CAFTA,CAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",3962.0,79.24,9554.349387755103,97.7463522989738,1.0,343.0,50,50,1.0
2009_reinhard_unglaube_v_costa_rica,126.0,126.0,,,126.0,126.0,"Reinhard Unglaube v. Republic of Costa Rica, ICSID Case No. ARB/09/20  | italaw",International Investment Agreement,ICSID,Costa Rica-Germany BIT,Costa Rica-Germany BIT,,126.0,126.0,,,126.0,126.0,1,1,1.0
2009_servier_v_poland,233.0,46.6,6857.8,82.81183490298956,4.0,194.0,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),France-Poland BIT,France-Poland BIT,,233.0,46.6,6857.8,82.81183490298956,4.0,194.0,6,5,0.8333333333333334
2009_swisslion_v_macedonia,119.0,119.0,,,119.0,119.0,"Swisslion DOO Skopje v. The Former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/16 | italaw",International Investment Agreement,ICSID Additional Facility,Macedonia (former Yugoslav Republic of Macedonia)-Swiss BIT,Macedonia (former Yugoslav Republic of Macedonia)-Swiss BIT,,119.0,119.0,,,119.0,119.0,1,1,1.0
2009_teinver_and_others_v_argentina,1036.0,43.166666666666664,12502.57971014493,111.81493509431077,1.0,551.0,"Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A. v. The Argentine Republic, ICSID Case No. ARB/09/1 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Argentina-Spain BIT,Argentina-Spain BIT,Transportation and storage,1036.0,43.166666666666664,12502.57971014493,111.81493509431077,1.0,551.0,24,24,1.0
2009_ulysseas_v_ecuador,179.0,89.5,1012.5,31.81980515339464,67.0,112.0,"Ulysseas, Inc. v. The Republic of Ecuador, UNCITRAL | italaw",International Investment Agreement,UNCITRAL (1976),Ecuador-United States BIT,Ecuador-United States BIT,,179.0,89.5,1012.5,31.81980515339464,67.0,112.0,2,2,1.0
2009_v_cklinghaus_v_czech_republic,63.0,63.0,,,63.0,63.0,Peter Franz Vocklinghaus v. Czech Republic | italaw,International Investment Agreement,,Czech Republic-Germany BIT,Czech Republic-Germany BIT,,63.0,63.0,,,63.0,63.0,2,1,0.5
2009_vattenfall_v_germany_i,83.0,41.5,312.5,17.67766952966369,29.0,54.0,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG v. Federal Republic of Germany, ICSID Case No. ARB/09/6 (formerly Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG & Co. KG v. The Federal Republic of Germany) | italaw",International Investment Agreement,ICSID,Energy Charter Treaty (ECT),Energy Charter Treaty (ECT),,83.0,41.5,312.5,17.67766952966369,29.0,54.0,2,2,1.0
2010_abitibibowater_v_canada,144.0,28.8,455.7,21.347130954767668,1.0,52.0,"AbitibiBowater Inc., v. Government of Canada, ICSID Case No. UNCT/10/1 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,NAFTA,NAFTA,"Agriculture, forestry and fishing",144.0,28.8,455.7,21.347130954767668,1.0,52.0,5,5,1.0
2010_aes_v_kazakhstan,154.0,154.0,,,154.0,154.0,"AES Corporation and Tau Power B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/10/16 | italaw",International Investment Agreement,ICSID,"Energy Charter Treaty (ECT),Kazakhstan-United States BIT",,,154.0,154.0,,,154.0,154.0,2,1,0.5
2010_allard_v_barbados,142.0,35.5,1933.6666666666667,43.97347685442518,1.0,98.0,"Peter A. Allard v. The Government of Barbados, PCA Case No. 2012-06 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules 1976,Barbados - Canada BIT (1996),Barbados - Canada BIT (1996),Real estate activities,142.0,35.5,1933.6666666666667,43.97347685442518,1.0,98.0,4,4,1.0
2010_awdi_v_romania,174.0,87.0,9248.0,96.16652224137046,19.0,155.0,"Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania, ICSID Case No. ARB/10/13 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Romania-United States BIT,Romania-United States BIT,Information and communication,174.0,87.0,9248.0,96.16652224137046,19.0,155.0,3,2,0.6666666666666666
2010_beijing_shougang_and_others_v_mongolia,274.0,39.142857142857146,2958.4761904761904,54.39187614410989,2.0,159.0,"Beijing Shougang and others v. Mongolia, PCA Case No. 2010-20 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),China-Mongolia BIT,China-Mongolia BIT,,274.0,39.142857142857146,2958.4761904761904,54.39187614410989,2.0,159.0,9,7,0.7777777777777778
2010_border_timbers_and_others_v_zimbabwe,1055.0,40.57692307692308,6210.733846153847,78.80820925610381,2.0,319.0,"Border Timbers Limited, Border Timbers International (Private) Limited, and Hangani Development Co. (Private) Limited v. Republic of Zimbabwe, ICSID Case No. ARB/10/25 | italaw",International Investment Agreement,ICSID,Switzerland-Zimbabwe BIT,Switzerland-Zimbabwe BIT,,915.0,35.19230769230769,4324.001538461539,65.75714058915229,2.0,319.0,26,26,1.0
2010_bosca_v_lithuania,71.0,71.0,,,71.0,71.0,"Luigiterzo Bosca v. Republic of Lithuania, PCA Case No. 2011-05 | italaw",International Investment Agreement,UNCITRAL (1976),Italy-Lithuania BIT,Italy-Lithuania BIT,Manufacturing,71.0,71.0,,,71.0,71.0,2,1,0.5
2010_british_caribbean_bank_v_belize_i,556.0,27.8,1419.642105263158,37.67813829348735,2.0,106.0,"British Caribbean Bank Limited v. Government of Belize (I), PCA Case No. 2010-18 | italaw",International Investment Agreement,UNCITRAL (1976),Belize-United Kingdom BIT,Belize-United Kingdom BIT,Financial and insurance activities,517.0,25.85,1300.9763157894733,36.06904927759357,2.0,106.0,23,20,0.8695652173913043
2010_convial_callao_v_peru,237.0,118.5,11704.5,108.18733752154178,42.0,195.0,"Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Republic of Peru, ICSID Case No. ARB/10/2 | italaw",International Investment Agreement,ICSID,Argentina-Peru BIT,Argentina-Peru BIT,,237.0,118.5,11704.5,108.18733752154178,42.0,195.0,2,2,1.0
2010_de_levi_v_peru,228.0,114.0,9800.0,98.99494936611666,44.0,184.0,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17 | italaw",International Investment Agreement,ICSID,France-Peru BIT,France-Peru BIT,,228.0,114.0,9800.0,98.99494936611666,44.0,184.0,3,2,0.6666666666666666
2010_dede_v_romania,61.0,30.5,1624.5,40.30508652763321,2.0,59.0,"Ömer Dede and Serdar Elhüseyni v. Romania, ICSID Case No. ARB/10/22 | italaw",International Investment Agreement,ICSID,Romania-Turkey BIT,,,61.0,30.5,1624.5,40.30508652763321,2.0,59.0,2,2,1.0
2010_dunkeld_v_belize_ii,164.0,14.909090909090908,648.8909090909091,25.473337219353674,2.0,66.0,"Dunkeld International Investment Ltd. v. Government of Belize (II), PCA Case No. 2010-21 | italaw",International Investment Agreement,UNCITRAL (1976),Belize-United Kingdom BIT,Belize-United Kingdom BIT,Information and communication,164.0,14.909090909090908,648.8909090909091,25.473337219353674,2.0,66.0,12,11,0.9166666666666666
